Date, Time, Capacity
2022-02-14, 19, 23
2022-02-14, 20, 21
2022-02-14, 21, 22
2022-02-14, 22, 22
2022-02-14, 23, 21
2022-02-15, 0, 20
2022-02-15, 1, 18
2022-02-15, 2, 17
2022-02-15, 3, 16
2022-02-15, 4, 15
2022-02-15, 5, 16
2022-02-15, 6, 16
2022-02-15, 7, 17
2022-02-15, 8, 17
2022-02-15, 9, 20
2022-02-15, 10, 24
2022-02-15, 11, 29
2022-02-15, 12, 35
2022-02-15, 13, 34
2022-02-15, 14, 34
2022-02-15, 15, 34
2022-02-15, 16, 34
2022-02-15, 17, 33
2022-02-15, 18, 34
2022-02-15, 19, 33
2022-02-15, 20, 33
2022-02-15, 21, 33
2022-02-15, 22, 33
2022-02-15, 23, 34
2022-02-16, 0, 33
2022-02-16, 1, 32
2022-02-16, 2, 32
2022-02-16, 3, 32
2022-02-16, 4, 32
2022-02-16, 5, 32
2022-02-16, 6, 32
2022-02-16, 7, 32
2022-02-16, 8, 32
2022-02-16, 9, 33
2022-02-16, 10, 34
2022-02-16, 11, 34
2022-02-16, 12, 35
2022-02-16, 13, 36
2022-02-16, 14, 36
2022-02-16, 15, 35
2022-02-16, 16, 35
2022-02-16, 17, 34
2022-02-16, 18, 32
2022-02-16, 19, 33
2022-02-16, 20, 33
2022-02-16, 21, 34
2022-02-16, 22, 34
2022-02-16, 23, 34
2022-02-17, 0, 34
2022-02-17, 1, 34
2022-02-17, 2, 35
2022-02-17, 3, 37
2022-02-17, 4, 38
2022-02-17, 5, 40
2022-02-17, 6, 40
2022-02-17, 7, 44
2022-02-17, 8, 44
2022-02-17, 9, 44
2022-02-17, 10, 44
2022-02-17, 11, 44
2022-02-17, 12, 44
2022-02-17, 13, 44
2022-02-17, 14, 44
2022-02-17, 15, 45
2022-02-17, 16, 43
2022-02-17, 17, 43
2022-02-17, 18, 40
2022-02-17, 19, 38
2022-02-17, 20, 36
2022-02-17, 21, 35
2022-02-17, 22, 34
2022-02-17, 23, 35
2022-02-18, 0, 34
2022-02-18, 1, 35
2022-02-18, 2, 35
2022-02-18, 3, 35
2022-02-18, 4, 34
2022-02-18, 5, 35
2022-02-18, 6, 37
2022-02-18, 7, 36
2022-02-18, 8, 34
2022-02-18, 9, 35
2022-02-18, 10, 37
2022-02-18, 11, 38
2022-02-18, 12, 39
2022-02-18, 13, 39
2022-02-18, 14, 39
2022-02-18, 15, 38
2022-02-18, 16, 37
2022-02-18, 17, 37
2022-02-18, 18, 36
2022-02-18, 19, 36
2022-02-18, 20, 35
2022-02-18, 21, 35
2022-02-18, 22, 34
2022-02-18, 23, 34
2022-02-19, 0, 34
2022-02-19, 1, 34
2022-02-19, 2, 35
2022-02-19, 3, 38
2022-02-19, 4, 38
2022-02-19, 5, 37
2022-02-19, 6, 37
2022-02-19, 7, 39
2022-02-19, 8, 41
2022-02-19, 9, 42
2022-02-19, 10, 42
2022-02-19, 11, 43
2022-02-19, 12, 46
2022-02-19, 13, 48
2022-02-19, 14, 48
2022-02-19, 15, 46
2022-02-19, 16, 45
2022-02-19, 17, 44
2022-02-19, 18, 46
2022-02-19, 19, 51
2022-02-19, 20, 51
2022-02-19, 21, 48
2022-02-19, 22, 45
2022-02-19, 23, 44
2022-02-20, 0, 45
2022-02-20, 1, 46
2022-02-20, 2, 45
2022-02-20, 3, 40
2022-02-20, 4, 39
2022-02-20, 5, 39
2022-02-20, 6, 41
2022-02-20, 7, 42
2022-02-20, 8, 43
2022-02-20, 9, 45
2022-02-20, 10, 45
2022-02-20, 11, 45
2022-02-20, 12, 45
2022-02-20, 13, 44
2022-02-20, 14, 43
2022-02-20, 15, 42
2022-02-20, 16, 41
2022-02-20, 17, 40
2022-02-20, 18, 39
2022-02-20, 19, 38
2022-02-20, 20, 38
2022-02-20, 21, 38
2022-02-20, 22, 39
2022-02-20, 23, 39
2022-02-21, 0, 38
2022-02-21, 1, 37
2022-02-21, 2, 36
2022-02-21, 3, 36
2022-02-21, 4, 36
2022-02-21, 5, 35
2022-02-21, 6, 34
2022-02-21, 7, 37
2022-02-21, 8, 40
2022-02-21, 9, 41
2022-02-21, 10, 41
2022-02-21, 11, 40
2022-02-21, 12, 39
2022-02-21, 13, 38
2022-02-21, 14, 40
2022-02-21, 15, 41
2022-02-21, 16, 41
2022-02-21, 17, 39
2022-02-21, 18, 39
2022-02-21, 19, 39
2022-02-21, 20, 39
2022-02-21, 21, 38
2022-02-21, 22, 35
2022-02-21, 23, 35
2022-02-22, 0, 34
2022-02-22, 1, 33
2022-02-22, 2, 30
2022-02-22, 3, 29
2022-02-22, 4, 31
2022-02-22, 5, 30
2022-02-22, 6, 30
2022-02-22, 7, 31
2022-02-22, 8, 32
2022-02-22, 9, 33
2022-02-22, 10, 33
2022-02-22, 11, 32
2022-02-22, 12, 30
2022-02-22, 13, 29
2022-02-22, 14, 29
2022-02-22, 15, 30
2022-02-22, 16, 30
2022-02-22, 17, 29
2022-02-22, 18, 29
2022-02-22, 19, 29
2022-02-22, 20, 35
2022-02-22, 21, 39
2022-02-22, 22, 40
2022-02-22, 23, 39
2022-02-23, 0, 37
2022-02-23, 1, 36
2022-02-23, 2, 34
2022-02-23, 3, 33
2022-02-23, 4, 32
2022-02-23, 5, 31
2022-02-23, 6, 27
2022-02-23, 7, 24
2022-02-23, 8, 21
2022-02-23, 9, 18
2022-02-23, 10, 19
2022-02-23, 11, 20
2022-02-23, 12, 24
2022-02-23, 13, 26
2022-02-23, 14, 26
2022-02-23, 15, 23
2022-02-23, 16, 19
2022-02-23, 17, 14
2022-02-23, 18, 14
2022-02-23, 19, 13
2022-02-23, 20, 13
2022-02-23, 21, 11
2022-02-23, 22, 12
2022-02-23, 23, 12
2022-02-24, 0, 11
2022-02-24, 1, 15
2022-02-24, 2, 15
2022-02-24, 3, 17
2022-02-24, 4, 15
2022-02-24, 5, 17
2022-02-24, 6, 20
2022-02-24, 7, 21
2022-02-24, 8, 22
2022-02-24, 9, 23
2022-02-24, 10, 26
2022-02-24, 11, 27
2022-02-24, 12, 29
2022-02-24, 13, 31
2022-02-24, 14, 31
2022-02-24, 15, 32
2022-02-24, 16, 32
2022-02-24, 17, 31
2022-02-24, 18, 29
2022-02-24, 19, 27
2022-02-24, 20, 22
2022-02-24, 21, 18
2022-02-24, 22, 16
2022-02-24, 23, 14
2022-02-25, 0, 12
2022-02-25, 1, 11
2022-02-25, 2, 10
2022-02-25, 3, 10
2022-02-25, 4, 12
2022-02-25, 5, 13
2022-02-25, 6, 15
2022-02-25, 7, 16
2022-02-25, 8, 18
2022-02-25, 9, 19
2022-02-25, 10, 22
2022-02-25, 11, 22
2022-02-25, 12, 21
2022-02-25, 13, 21
2022-02-25, 14, 22
2022-02-25, 15, 22
2022-02-25, 16, 23
2022-02-25, 17, 23
2022-02-25, 18, 23
2022-02-25, 19, 22
2022-02-25, 20, 23
2022-02-25, 21, 23
2022-02-25, 22, 23
2022-02-25, 23, 15
2022-02-26, 0, 18
2022-02-26, 1, 22
2022-02-26, 2, 23
2022-02-26, 3, 23
2022-02-26, 4, 23
2022-02-26, 5, 23
2022-02-26, 6, 23
2022-02-26, 7, 23
2022-02-26, 8, 25
2022-02-26, 9, 26
2022-02-26, 10, 28
2022-02-26, 11, 29
2022-02-26, 12, 31
2022-02-26, 13, 34
2022-02-26, 14, 32
2022-02-26, 15, 32
2022-02-26, 16, 31
2022-02-26, 17, 30
2022-02-26, 18, 30
2022-02-26, 19, 29
2022-02-26, 20, 29
2022-02-26, 21, 29
2022-02-26, 22, 30
2022-02-26, 23, 30
2022-02-27, 0, 31
2022-02-27, 1, 31
2022-02-27, 2, 31
2022-02-27, 3, 32
2022-02-27, 4, 31
2022-02-27, 5, 31
2022-02-27, 6, 31
2022-02-27, 7, 31
2022-02-27, 8, 34
2022-02-27, 9, 35
2022-02-27, 10, 39
2022-02-27, 11, 39
2022-02-27, 12, 43
2022-02-27, 13, 42
2022-02-27, 14, 41
2022-02-27, 15, 37
2022-02-27, 16, 35
2022-02-27, 17, 35
2022-02-27, 18, 33
2022-02-27, 19, 33
2022-02-27, 20, 33
2022-02-27, 21, 34
2022-02-27, 22, 33
2022-02-27, 23, 33
2022-02-28, 0, 33
2022-02-28, 1, 37
2022-02-28, 2, 37
2022-02-28, 3, 39
2022-02-28, 4, 39
2022-02-28, 5, 37
2022-02-28, 6, 34
2022-02-28, 7, 32
2022-02-28, 8, 32
2022-02-28, 9, 33
2022-02-28, 10, 34
2022-02-28, 11, 37
2022-02-28, 12, 38
2022-02-28, 13, 40
2022-02-28, 14, 41
2022-02-28, 15, 40
2022-02-28, 16, 39
2022-02-28, 17, 37
2022-02-28, 18, 35
2022-02-28, 19, 35
2022-02-28, 20, 34
2022-02-28, 21, 33
2022-02-28, 22, 33
2022-02-28, 23, 32
2022-03-01, 0, 30
2022-03-01, 1, 29
2022-03-01, 2, 28
2022-03-01, 3, 28
2022-03-01, 4, 27
2022-03-01, 5, 29
2022-03-01, 6, 30
2022-03-01, 7, 31
2022-03-01, 8, 31
2022-03-01, 9, 33
2022-03-01, 10, 34
2022-03-01, 11, 34
2022-03-01, 12, 38
2022-03-01, 13, 43
2022-03-01, 14, 42
2022-03-01, 15, 41
2022-03-01, 16, 38
2022-03-01, 17, 38
2022-03-01, 18, 37
2022-03-01, 19, 37
2022-03-01, 20, 35
2022-03-01, 21, 34
2022-03-01, 22, 34
2022-03-01, 23, 31
2022-03-02, 0, 30
2022-03-02, 1, 29
2022-03-02, 2, 30
2022-03-02, 3, 29
2022-03-02, 4, 28
2022-03-02, 5, 28
2022-03-02, 6, 25
2022-03-02, 7, 23
2022-03-02, 8, 23
2022-03-02, 9, 26
2022-03-02, 10, 29
2022-03-02, 11, 32
2022-03-02, 12, 38
2022-03-02, 13, 40
2022-03-02, 14, 37
2022-03-02, 15, 36
2022-03-02, 16, 37
2022-03-02, 17, 35
2022-03-02, 18, 33
2022-03-02, 19, 32
2022-03-02, 20, 31
2022-03-02, 21, 31
2022-03-02, 22, 31
2022-03-02, 23, 31
2022-03-03, 0, 30
2022-03-03, 1, 30
2022-03-03, 2, 30
2022-03-03, 3, 29
2022-03-03, 4, 28
2022-03-03, 5, 26
2022-03-03, 6, 24
2022-03-03, 7, 23
2022-03-03, 8, 24
2022-03-03, 9, 22
2022-03-03, 10, 26
2022-03-03, 11, 29
2022-03-03, 12, 33
2022-03-03, 13, 35
2022-03-03, 14, 37
2022-03-03, 15, 36
2022-03-03, 16, 35
2022-03-03, 17, 34
2022-03-03, 18, 31
2022-03-03, 19, 30
2022-03-03, 20, 31
2022-03-03, 21, 29
2022-03-03, 22, 26
2022-03-03, 23, 20
2022-03-04, 0, 22
2022-03-04, 1, 25
2022-03-04, 2, 25
2022-03-04, 3, 24
2022-03-04, 4, 25
2022-03-04, 5, 24
2022-03-04, 6, 21
2022-03-04, 7, 18
2022-03-04, 8, 15
2022-03-04, 9, 20
2022-03-04, 10, 25
2022-03-04, 11, 29
2022-03-04, 12, 33
2022-03-04, 13, 34
2022-03-04, 14, 34
2022-03-04, 15, 31
2022-03-04, 16, 31
2022-03-04, 17, 28
2022-03-04, 18, 27
2022-03-04, 19, 27
2022-03-04, 20, 28
2022-03-04, 21, 31
2022-03-04, 22, 33
2022-03-04, 23, 29
2022-03-05, 0, 31
2022-03-05, 1, 31
2022-03-05, 2, 32
2022-03-05, 3, 31
2022-03-05, 4, 33
2022-03-05, 5, 35
2022-03-05, 6, 37
2022-03-05, 7, 34
2022-03-05, 8, 35
2022-03-05, 9, 36
2022-03-05, 10, 39
2022-03-05, 11, 39
2022-03-05, 12, 39
2022-03-05, 13, 39
2022-03-05, 14, 39
2022-03-05, 15, 38
2022-03-05, 16, 36
2022-03-05, 17, 35
2022-03-05, 18, 33
2022-03-05, 19, 32
2022-03-05, 20, 32
2022-03-05, 21, 33
2022-03-05, 22, 32
2022-03-05, 23, 33
2022-03-06, 0, 32
2022-03-06, 1, 31
2022-03-06, 2, 31
2022-03-06, 3, 29
2022-03-06, 4, 28
2022-03-06, 5, 27
2022-03-06, 6, 26
2022-03-06, 7, 26
2022-03-06, 8, 26
2022-03-06, 9, 26
2022-03-06, 10, 27
2022-03-06, 11, 29
2022-03-06, 12, 32
2022-03-06, 13, 34
2022-03-06, 14, 35
2022-03-06, 15, 33
2022-03-06, 16, 29
2022-03-06, 17, 23
2022-03-06, 18, 19
2022-03-06, 19, 15
2022-03-06, 20, 13
2022-03-06, 21, 14
2022-03-06, 22, 11
2022-03-06, 23, 11
2022-03-07, 0, 9
2022-03-07, 1, 9
2022-03-07, 2, 9
2022-03-07, 3, 8
2022-03-07, 4, 8
2022-03-07, 5, 7
2022-03-07, 6, 5
2022-03-07, 7, 6
2022-03-07, 8, 7
2022-03-07, 9, 10
2022-03-07, 10, 14
2022-03-07, 11, 19
2022-03-07, 12, 23
2022-03-07, 13, 26
2022-03-07, 14, 27
2022-03-07, 15, 26
2022-03-07, 16, 25
2022-03-07, 17, 14
2022-03-07, 18, 9
2022-03-07, 19, 7
2022-03-07, 20, 6
2022-03-07, 21, 7
2022-03-07, 22, 6
2022-03-07, 23, 3
2022-03-08, 0, 4
2022-03-08, 1, 5
2022-03-08, 2, 3
2022-03-08, 3, 2
2022-03-08, 4, 2
2022-03-08, 5, 1
2022-03-08, 6, 0
2022-03-08, 7, 0
2022-03-08, 8, 2
2022-03-08, 9, 7
2022-03-08, 10, 13
2022-03-08, 11, 18
2022-03-08, 12, 21
2022-03-08, 13, 23
2022-03-08, 14, 26
2022-03-08, 15, 26
2022-03-08, 16, 25
2022-03-08, 17, 22
2022-03-08, 18, 20
2022-03-08, 19, 20
2022-03-08, 20, 19
2022-03-08, 21, 20
2022-03-08, 22, 20
2022-03-08, 23, 21
2022-03-09, 0, 22
2022-03-09, 1, 22
2022-03-09, 2, 22
2022-03-09, 3, 23
2022-03-09, 4, 23
2022-03-09, 5, 23
2022-03-09, 6, 23
2022-03-09, 7, 23
2022-03-09, 8, 23
2022-03-09, 9, 25
2022-03-09, 10, 28
2022-03-09, 11, 29
2022-03-09, 12, 29
2022-03-09, 13, 29
2022-03-09, 14, 29
2022-03-09, 15, 30
2022-03-09, 16, 32
2022-03-09, 17, 37
2022-03-09, 18, 37
2022-03-09, 19, 38
2022-03-09, 20, 35
2022-03-09, 21, 35
2022-03-09, 22, 33
2022-03-09, 23, 33
2022-03-10, 0, 31
2022-03-10, 1, 31
2022-03-10, 2, 28
2022-03-10, 3, 30
2022-03-10, 4, 31
2022-03-10, 5, 31
2022-03-10, 6, 31
2022-03-10, 7, 31
2022-03-10, 8, 32
2022-03-10, 9, 34
2022-03-10, 10, 35
2022-03-10, 11, 37
2022-03-10, 12, 37
2022-03-10, 13, 37
2022-03-10, 14, 38
2022-03-10, 15, 40
2022-03-10, 16, 37
2022-03-10, 17, 35
2022-03-10, 18, 35
2022-03-10, 19, 34
2022-03-10, 20, 32
2022-03-10, 21, 32
2022-03-10, 22, 32
2022-03-10, 23, 32
2022-03-11, 0, 32
2022-03-11, 1, 32
2022-03-11, 2, 31
2022-03-11, 3, 31
2022-03-11, 4, 30
2022-03-11, 5, 27
2022-03-11, 6, 25
2022-03-11, 7, 22
2022-03-11, 8, 25
2022-03-11, 9, 29
2022-03-11, 10, 35
2022-03-11, 11, 40
2022-03-11, 12, 40
2022-03-11, 13, 42
2022-03-11, 14, 41
2022-03-11, 15, 40
2022-03-11, 16, 38
2022-03-11, 17, 34
2022-03-11, 18, 32
2022-03-11, 19, 31
2022-03-11, 20, 30
2022-03-11, 21, 30
2022-03-11, 22, 30
2022-03-11, 23, 31
2022-03-12, 0, 31
2022-03-12, 1, 31
2022-03-12, 2, 31
2022-03-12, 3, 31
2022-03-12, 4, 31
2022-03-12, 5, 31
2022-03-12, 6, 31
2022-03-12, 7, 32
2022-03-12, 8, 31
2022-03-12, 9, 32
2022-03-12, 10, 34
2022-03-12, 11, 35
2022-03-12, 12, 35
2022-03-12, 13, 35
2022-03-12, 14, 36
2022-03-12, 15, 36
2022-03-12, 16, 34
2022-03-12, 17, 34
2022-03-12, 18, 34
2022-03-12, 19, 34
2022-03-12, 20, 33
2022-03-12, 21, 34
2022-03-12, 22, 34
2022-03-12, 23, 34
2022-03-13, 0, 35
2022-03-13, 1, 34
2022-03-13, 2, 34
2022-03-13, 3, 35
2022-03-13, 4, 37
2022-03-13, 5, 36
2022-03-13, 6, 36
2022-03-13, 7, 35
2022-03-13, 8, 36
2022-03-13, 9, 37
2022-03-13, 10, 38
2022-03-13, 11, 40
2022-03-13, 12, 40
2022-03-13, 13, 41
2022-03-13, 14, 42
2022-03-13, 15, 46
2022-03-13, 16, 47
2022-03-13, 17, 43
2022-03-13, 18, 40
2022-03-13, 19, 41
2022-03-13, 20, 45
2022-03-13, 21, 46
2022-03-13, 22, 46
2022-03-13, 23, 44
2022-03-14, 0, 43
2022-03-14, 1, 46
2022-03-14, 2, 47
2022-03-14, 3, 45
2022-03-14, 4, 45
2022-03-14, 5, 43
2022-03-14, 6, 41
2022-03-14, 7, 38
2022-03-14, 8, 37
2022-03-14, 9, 36
2022-03-14, 10, 36
2022-03-14, 11, 46
2022-03-14, 12, 49
2022-03-14, 13, 48
2022-03-14, 14, 45
2022-03-14, 15, 47
2022-03-14, 16, 46
2022-03-14, 17, 45
2022-03-14, 18, 45
2022-03-14, 19, 45
2022-03-14, 20, 46
2022-03-14, 21, 44
2022-03-14, 22, 46
2022-03-14, 23, 41
2022-03-15, 0, 41
2022-03-15, 1, 43
2022-03-15, 2, 43
2022-03-15, 3, 42
2022-03-15, 4, 41
2022-03-15, 5, 42
2022-03-15, 6, 40
2022-03-15, 7, 38
2022-03-15, 8, 39
2022-03-15, 9, 40
2022-03-15, 10, 40
2022-03-15, 11, 41
2022-03-15, 12, 44
2022-03-15, 13, 45
2022-03-15, 14, 45
2022-03-15, 15, 42
2022-03-15, 16, 41
2022-03-15, 17, 41
2022-03-15, 18, 40
2022-03-15, 19, 38
2022-03-15, 20, 38
2022-03-15, 21, 37
2022-03-15, 22, 35
2022-03-15, 23, 34
2022-03-16, 0, 33
2022-03-16, 1, 33
2022-03-16, 2, 33
2022-03-16, 3, 35
2022-03-16, 4, 34
2022-03-16, 5, 34
2022-03-16, 6, 34
2022-03-16, 7, 35
2022-03-16, 8, 35
2022-03-16, 9, 37
2022-03-16, 10, 38
2022-03-16, 11, 40
2022-03-16, 12, 40
2022-03-16, 13, 43
2022-03-16, 14, 48
2022-03-16, 15, 52
2022-03-16, 16, 49
2022-03-16, 17, 47
2022-03-16, 18, 45
2022-03-16, 19, 44
2022-03-16, 20, 43
2022-03-16, 21, 42
2022-03-16, 22, 38
2022-03-16, 23, 35
2022-03-17, 0, 35
2022-03-17, 1, 35
2022-03-17, 2, 35
2022-03-17, 3, 34
2022-03-17, 4, 33
2022-03-17, 5, 36
2022-03-17, 6, 38
2022-03-17, 7, 37
2022-03-17, 8, 38
2022-03-17, 9, 40
2022-03-17, 10, 38
2022-03-17, 11, 41
2022-03-17, 12, 41
2022-03-17, 13, 43
2022-03-17, 14, 41
2022-03-17, 15, 42
2022-03-17, 16, 40
2022-03-17, 17, 35
2022-03-17, 18, 35
2022-03-17, 19, 34
2022-03-17, 20, 32
2022-03-17, 21, 31
2022-03-17, 22, 30
2022-03-17, 23, 28
2022-03-18, 0, 28
2022-03-18, 1, 28
2022-03-18, 2, 28
2022-03-18, 3, 27
2022-03-18, 4, 25
2022-03-18, 5, 23
2022-03-18, 6, 25
2022-03-18, 7, 27
2022-03-18, 8, 30
2022-03-18, 9, 31
2022-03-18, 10, 32
2022-03-18, 11, 34
2022-03-18, 12, 34
2022-03-18, 13, 35
2022-03-18, 14, 38
2022-03-18, 15, 39
2022-03-18, 16, 35
2022-03-18, 17, 32
2022-03-18, 18, 31
2022-03-18, 19, 28
2022-03-18, 20, 25
2022-03-18, 21, 26
2022-03-18, 22, 27
2022-03-18, 23, 27
2022-03-19, 0, 27
2022-03-19, 1, 27
2022-03-19, 2, 27
2022-03-19, 3, 26
2022-03-19, 4, 24
2022-03-19, 5, 23
2022-03-19, 6, 22
2022-03-19, 7, 24
2022-03-19, 8, 27
2022-03-19, 9, 31
2022-03-19, 10, 34
2022-03-19, 11, 35
2022-03-19, 12, 37
2022-03-19, 13, 36
2022-03-19, 14, 33
2022-03-19, 15, 30
2022-03-19, 16, 31
2022-03-19, 17, 29
2022-03-19, 18, 28
2022-03-19, 19, 28
2022-03-19, 20, 28
2022-03-19, 21, 29
2022-03-19, 22, 29
2022-03-19, 23, 29
2022-03-20, 0, 29
2022-03-20, 1, 29
2022-03-20, 2, 29
2022-03-20, 3, 29
2022-03-20, 4, 29
2022-03-20, 5, 29
2022-03-20, 6, 29
2022-03-20, 7, 29
2022-03-20, 8, 29
2022-03-20, 9, 30
2022-03-20, 10, 32
2022-03-20, 11, 33
2022-03-20, 12, 34
2022-03-20, 13, 37
2022-03-20, 14, 39
2022-03-20, 15, 40
2022-03-20, 16, 39
2022-03-20, 17, 39
2022-03-20, 18, 37
2022-03-20, 19, 37
2022-03-20, 20, 35
2022-03-20, 21, 35
2022-03-20, 22, 38
2022-03-20, 23, 40
2022-03-21, 0, 36
2022-03-21, 1, 39
2022-03-21, 2, 37
2022-03-21, 3, 35
2022-03-21, 4, 37
2022-03-21, 5, 39
2022-03-21, 6, 40
2022-03-21, 7, 42
2022-03-21, 8, 40
2022-03-21, 9, 42
2022-03-21, 10, 45
2022-03-21, 11, 46
2022-03-21, 12, 44
2022-03-21, 13, 42
2022-03-21, 14, 41
2022-03-21, 15, 45
2022-03-21, 16, 42
2022-03-21, 17, 42
2022-03-21, 18, 39
2022-03-21, 19, 35
2022-03-21, 20, 33
2022-03-21, 21, 33
2022-03-21, 22, 32
2022-03-21, 23, 34
2022-03-22, 0, 36
2022-03-22, 1, 35
2022-03-22, 2, 32
2022-03-22, 3, 32
2022-03-22, 4, 31
2022-03-22, 5, 30
2022-03-22, 6, 29
2022-03-22, 7, 32
2022-03-22, 8, 35
2022-03-22, 9, 35
2022-03-22, 10, 34
2022-03-22, 11, 37
2022-03-22, 12, 39
2022-03-22, 13, 41
2022-03-22, 14, 42
2022-03-22, 15, 39
2022-03-22, 16, 38
2022-03-22, 17, 36
2022-03-22, 18, 35
2022-03-22, 19, 35
2022-03-22, 20, 34
2022-03-22, 21, 31
2022-03-22, 22, 31
2022-03-22, 23, 32
2022-03-23, 0, 28
2022-03-23, 1, 27
2022-03-23, 2, 28
2022-03-23, 3, 26
2022-03-23, 4, 24
2022-03-23, 5, 29
2022-03-23, 6, 32
2022-03-23, 7, 32
2022-03-23, 8, 31
2022-03-23, 9, 30
2022-03-23, 10, 31
2022-03-23, 11, 34
2022-03-23, 12, 37
2022-03-23, 13, 37
2022-03-23, 14, 36
2022-03-23, 15, 35
2022-03-23, 16, 35
2022-03-23, 17, 34
2022-03-23, 18, 33
2022-03-23, 19, 31
2022-03-23, 20, 30
2022-03-23, 21, 29
2022-03-23, 22, 30
2022-03-23, 23, 30
2022-03-24, 0, 30
2022-03-24, 1, 31
2022-03-24, 2, 31
2022-03-24, 3, 32
2022-03-24, 4, 40
2022-03-24, 5, 40
2022-03-24, 6, 38
2022-03-24, 7, 39
2022-03-24, 8, 42
2022-03-24, 9, 43
2022-03-24, 10, 43
2022-03-24, 11, 45
2022-03-24, 12, 48
2022-03-24, 13, 47
2022-03-24, 14, 46
2022-03-24, 15, 46
2022-03-24, 16, 43
2022-03-24, 17, 43
2022-03-24, 18, 42
2022-03-24, 19, 39
2022-03-24, 20, 39
2022-03-24, 21, 40
2022-03-24, 22, 39
2022-03-24, 23, 39
2022-03-25, 0, 39
2022-03-25, 1, 42
2022-03-25, 2, 45
2022-03-25, 3, 44
2022-03-25, 4, 45
2022-03-25, 5, 42
2022-03-25, 6, 37
2022-03-25, 7, 37
2022-03-25, 8, 40
2022-03-25, 9, 46
2022-03-25, 10, 50
2022-03-25, 11, 51
2022-03-25, 12, 50
2022-03-25, 13, 49
2022-03-25, 14, 49
2022-03-25, 15, 47
2022-03-25, 16, 46
2022-03-25, 17, 45
2022-03-25, 18, 44
2022-03-25, 19, 43
2022-03-25, 20, 42
2022-03-25, 21, 42
2022-03-25, 22, 41
2022-03-25, 23, 41
2022-03-26, 0, 41
2022-03-26, 1, 40
2022-03-26, 3, 41
2022-03-26, 4, 40
2022-03-26, 5, 40
2022-03-26, 6, 40
2022-03-26, 7, 40
2022-03-26, 8, 42
2022-03-26, 9, 44
2022-03-26, 10, 46
2022-03-26, 11, 51
2022-03-26, 12, 53
2022-03-26, 13, 53
2022-03-26, 14, 55
2022-03-26, 15, 55
2022-03-26, 16, 54
2022-03-26, 17, 54
2022-03-26, 18, 53
2022-03-26, 19, 50
2022-03-26, 20, 48
2022-03-26, 21, 46
2022-03-26, 22, 46
2022-03-26, 23, 45
2022-03-27, 0, 45
2022-03-27, 1, 44
2022-03-27, 2, 43
2022-03-27, 3, 43
2022-03-27, 4, 43
2022-03-27, 5, 42
2022-03-27, 6, 42
2022-03-27, 7, 43
2022-03-27, 8, 43
2022-03-27, 9, 45
2022-03-27, 10, 48
2022-03-27, 11, 52
2022-03-27, 12, 56
2022-03-27, 13, 60
2022-03-27, 14, 55
2022-03-27, 15, 55
2022-03-27, 16, 53
2022-03-27, 17, 51
2022-03-27, 18, 51
2022-03-27, 19, 50
2022-03-27, 20, 46
2022-03-27, 21, 41
2022-03-27, 22, 38
2022-03-27, 23, 35
2022-03-28, 0, 33
2022-03-28, 1, 32
2022-03-28, 2, 31
2022-03-28, 3, 33
2022-03-28, 4, 34
2022-03-28, 5, 34
2022-03-28, 6, 34
2022-03-28, 7, 33
2022-03-28, 8, 34
2022-03-28, 9, 38
2022-03-28, 10, 43
2022-03-28, 11, 44
2022-03-28, 12, 46
2022-03-28, 13, 51
2022-03-28, 14, 50
2022-03-28, 15, 52
2022-03-28, 16, 51
2022-03-28, 17, 51
2022-03-28, 18, 49
2022-03-28, 19, 46
2022-03-28, 20, 42
2022-03-28, 21, 40
2022-03-28, 22, 40
2022-03-28, 23, 39
2022-03-29, 0, 39
2022-03-29, 1, 38
2022-03-29, 2, 36
2022-03-29, 3, 38
2022-03-29, 4, 36
2022-03-29, 5, 36
2022-03-29, 6, 32
2022-03-29, 7, 31
2022-03-29, 8, 35
2022-03-29, 9, 40
2022-03-29, 10, 43
2022-03-29, 11, 45
2022-03-29, 12, 48
2022-03-29, 13, 51
2022-03-29, 14, 49
2022-03-29, 15, 50
2022-03-29, 16, 54
2022-03-29, 17, 51
2022-03-29, 18, 48
2022-03-29, 19, 45
2022-03-29, 20, 40
2022-03-29, 21, 38
2022-03-29, 22, 35
2022-03-29, 23, 31
2022-03-30, 0, 31
2022-03-30, 1, 29
2022-03-30, 2, 28
2022-03-30, 3, 27
2022-03-30, 4, 28
2022-03-30, 5, 29
2022-03-30, 6, 31
2022-03-30, 7, 32
2022-03-30, 8, 34
2022-03-30, 9, 30
2022-03-30, 10, 29
2022-03-30, 11, 29
2022-03-30, 12, 29
2022-03-30, 13, 29
2022-03-30, 14, 31
2022-03-30, 15, 32
2022-03-30, 16, 33
2022-03-30, 17, 33
2022-03-30, 18, 34
2022-03-30, 19, 34
2022-03-30, 20, 32
2022-03-30, 21, 32
2022-03-30, 22, 33
2022-03-30, 23, 33
2022-03-31, 0, 34
2022-03-31, 1, 34
2022-03-31, 2, 33
2022-03-31, 3, 34
2022-03-31, 4, 34
2022-03-31, 5, 34
2022-03-31, 6, 34
2022-03-31, 7, 34
2022-03-31, 8, 37
2022-03-31, 9, 39
2022-03-31, 10, 41
2022-03-31, 11, 42
2022-03-31, 12, 43
2022-03-31, 13, 46
2022-03-31, 14, 46
2022-03-31, 15, 45
