location,date,total_cases,new_cases,new_cases_smoothed
Portugal,2022-06-21,5080587,18035,13549.286
Portugal,2022-06-22,5095959,15372,12882.286
Portugal,2022-06-23,5109412,13453,14804.143
Portugal,2022-06-24,5120970,11558,16455.286
Portugal,2022-06-25,5120970,0,16455.286
Portugal,2022-06-26,5120970,0,16455.286
Portugal,2022-06-27,5138659,17689,10872.429
Portugal,2022-06-28,5154296,15637,10529.857
Portugal,2022-06-29,5160861,6565,9271.714
Portugal,2022-06-30,5171236,10375,8832
Portugal,2022-07-01,5171236,0,7180.857
Portugal,2022-07-02,5171236,0,7180.857
Portugal,2022-07-03,5171236,0,7180.857
Portugal,2022-07-04,5171236,0,4653.857
Portugal,2022-07-05,5214701,43465,8629.286
Portugal,2022-07-06,5225205,10504,9192
Portugal,2022-07-07,5234600,9395,9052
Portugal,2022-07-08,5242121,7521,10126.429
Portugal,2022-07-09,5242121,0,10126.429
Portugal,2022-07-10,5242121,0,10126.429
Portugal,2022-07-11,5257536,15415,12328.571
Portugal,2022-07-12,5266454,8918,7393.286
Portugal,2022-07-13,5273845,7391,6948.571
Portugal,2022-07-14,5273845,0,5606.429
Portugal,2022-07-15,5273845,0,4532
Portugal,2022-07-16,5273845,0,4532
Portugal,2022-07-17,5273845,0,4532
Portugal,2022-07-18,5294315,20470,5254.143
Portugal,2022-07-19,5301289,6974,4976.429
Portugal,2022-07-20,5307141,5852,4756.571
Portugal,2022-07-21,5312553,5412,5529.714
Portugal,2022-07-22,5317004,4451,6165.571
Portugal,2022-07-23,5317004,0,6165.571
Portugal,2022-07-24,5317004,0,6165.571
Portugal,2022-07-25,5323725,6721,4201.429
Portugal,2022-07-26,5329332,5607,4006.143
Portugal,2022-07-27,5333656,4324,3787.857
Portugal,2022-07-28,5337121,3465,3509.714
Portugal,2022-07-29,5340612,3491,3372.571
Portugal,2022-07-30,5340612,0,3372.571
Portugal,2022-07-31,5340612,0,3372.571
Portugal,2022-08-01,5345143,4531,3059.714
Portugal,2022-08-02,5349218,4075,2840.857
Portugal,2022-08-03,5353103,3885,2778.143
Portugal,2022-08-04,5356285,3182,2737.714
Portugal,2022-08-05,5359624,3339,2716
Portugal,2022-08-06,5359624,0,2716
Portugal,2022-08-07,5359624,0,2716
Portugal,2022-08-08,5359624,0,2068.714
Portugal,2022-08-09,5367395,7771,2596.714
Portugal,2022-08-10,5370600,3205,2499.571
Portugal,2022-08-11,5373479,2879,2456.286
Portugal,2022-08-12,5376433,2954,2401.286
Portugal,2022-08-13,5376433,0,2401.286
Portugal,2022-08-14,5376433,0,2401.286
Portugal,2022-08-15,5376433,0,2401.286
Portugal,2022-08-16,5381599,5166,2029.143
Portugal,2022-08-17,5385702,4103,2157.429
Portugal,2022-08-18,5388758,3056,2182.714
Portugal,2022-08-19,5391747,2989,2187.714
Portugal,2022-08-20,5391747,0,2187.714
Portugal,2022-08-21,5391747,0,2187.714
Portugal,2022-08-22,5391747,0,2187.714
Portugal,2022-08-23,5399857,8110,2608.286
Portugal,2022-08-24,5399857,0,2022.143
Portugal,2022-08-25,5406095,6238,2476.714
Portugal,2022-08-26,5409185,3090,2491.143
Portugal,2022-08-27,5409185,0,2491.143
Portugal,2022-08-28,5409185,0,2491.143
Portugal,2022-08-29,5413173,3988,3060.857
Portugal,2022-08-30,5417101,3928,2463.429
Portugal,2022-08-31,5420140,3039,2897.571
Portugal,2022-09-01,5420140,0,2006.429
Portugal,2022-09-02,5425891,5751,2386.571
Portugal,2022-09-03,5425891,0,2386.571
Portugal,2022-09-04,5425891,0,2386.571
Portugal,2022-09-05,5429340,3449,2309.571
Portugal,2022-09-06,5433073,3733,2281.714
Portugal,2022-09-07,5435782,2709,2234.571
Portugal,2022-09-08,5438351,2569,2601.571
Portugal,2022-09-09,5440953,2602,2151.714
Portugal,2022-09-10,5440953,0,2151.714
Portugal,2022-09-11,5440953,0,2151.714
Portugal,2022-09-12,5444993,4040,2236.143
Portugal,2022-09-13,5448713,3720,2234.286
Portugal,2022-09-14,5451798,3085,2288
Portugal,2022-09-15,5454001,2203,2235.714
Portugal,2022-09-16,5456778,2777,2260.714
Portugal,2022-09-17,5456778,0,2260.714
Portugal,2022-09-18,5456778,0,2260.714
Portugal,2022-09-19,5461888,5110,2413.571
Portugal,2022-09-20,5466249,4361,2505.143
Portugal,2022-09-21,5469808,3559,2572.857
Portugal,2022-09-22,5472957,3149,2708
Portugal,2022-09-23,5476059,3102,2754.429
Portugal,2022-09-24,5476059,0,2754.429
Portugal,2022-09-25,5476059,0,2754.429
Portugal,2022-09-26,5480864,4805,2710.857
Portugal,2022-09-27,5481669,805,2202.857
Portugal,2022-09-28,5484946,3277,2162.571
Portugal,2022-09-29,5490639,5693,2526
Portugal,2022-09-30,5493540,2901,2497.286
Portugal,2022-10-01,5493540,0,2497.286
Portugal,2022-10-02,5493540,0,2497.286
Portugal,2022-10-03,5498126,4586,2466
Portugal,2022-10-04,5499469,1343,2542.857
Portugal,2022-10-05,5500613,1144,2238.143
Portugal,2022-10-06,5501103,490,1494.857
Portugal,2022-10-07,5501103,0,1080.429
Portugal,2022-10-08,5501103,0,1080.429
Portugal,2022-10-09,5501103,0,1080.429
Portugal,2022-10-10,5502208,1105,583.143
Portugal,2022-10-11,5505654,3446,883.571
Portugal,2022-10-12,5506988,1334,910.714
Portugal,2022-10-13,5508231,1243,1018.286
Portugal,2022-10-14,5509424,1193,1188.714
Portugal,2022-10-15,5509424,0,1188.714
Portugal,2022-10-16,5509424,0,1188.714
Portugal,2022-10-17,5509424,0,1030.857
Portugal,2022-10-18,5509424,0,538.571
Portugal,2022-10-19,5509424,0,348
Portugal,2022-10-20,5509424,0,170.429
Portugal,2022-10-21,5509424,0,0
Portugal,2022-10-22,5509424,0,0
Portugal,2022-10-23,5509424,0,0
Portugal,2022-10-24,5509424,0,0
Portugal,2022-10-25,5517061,7637,1091
Portugal,2022-10-26,5518155,1094,1247.286
Portugal,2022-10-27,5518155,0,1247.286
Portugal,2022-10-28,5518155,0,1247.286
Portugal,2022-10-29,5518155,0,1247.286
Portugal,2022-10-30,5520731,2576,1615.286
Portugal,2022-10-31,5520731,0,1615.286
Portugal,2022-11-01,5520731,0,524.286
Portugal,2022-11-02,5520731,0,368
Portugal,2022-11-03,5520731,0,368
Portugal,2022-11-04,5520731,0,368
Portugal,2022-11-05,5520731,0,368
Portugal,2022-11-06,5525459,4728,675.429
Portugal,2022-11-07,5527261,1802,932.857
Portugal,2022-11-08,5527261,0,932.857
Portugal,2022-11-09,5528365,1104,1090.571
Portugal,2022-11-10,5528365,0,1090.571
Portugal,2022-11-11,5528365,0,1090.571
Portugal,2022-11-12,5531172,2807,1491.571
Portugal,2022-11-13,5531172,0,816.143
Portugal,2022-11-14,5532964,1792,814.714
Portugal,2022-11-15,5532964,0,814.714
Portugal,2022-11-16,5532964,0,657
Portugal,2022-11-17,5532964,0,657
Portugal,2022-11-18,5537108,4144,1249
Portugal,2022-11-19,5537108,0,848
Portugal,2022-11-20,5537108,0,848
Portugal,2022-11-21,5537108,0,592
Portugal,2022-11-22,5537108,0,592
Portugal,2022-11-23,5537108,0,592
Portugal,2022-11-24,5537108,0,592
Portugal,2022-11-25,5542265,5157,736.714
Portugal,2022-11-26,5542265,0,736.714
Portugal,2022-11-27,5542265,0,736.714
Portugal,2022-11-28,5542265,0,736.714
Portugal,2022-11-29,5542265,0,736.714
Portugal,2022-11-30,5542265,0,736.714
Portugal,2022-12-01,5542265,0,736.714
Portugal,2022-12-02,5546290,4025,575
Portugal,2022-12-03,5546290,0,575
Portugal,2022-12-04,5546290,0,575
Portugal,2022-12-05,5546290,0,575
Portugal,2022-12-06,5546290,0,575
Portugal,2022-12-07,5546290,0,575
Portugal,2022-12-08,5549479,3189,1030.571
Portugal,2022-12-09,5549479,0,455.571
Portugal,2022-12-10,5549479,0,455.571
Portugal,2022-12-11,5549479,0,455.571
Portugal,2022-12-12,5549479,0,455.571
Portugal,2022-12-13,5549479,0,455.571
Portugal,2022-12-14,5551364,1885,724.857
Portugal,2022-12-15,5551364,0,269.286
Portugal,2022-12-16,5551364,0,269.286
Portugal,2022-12-17,5551364,0,269.286
Portugal,2022-12-18,5551364,0,269.286
Portugal,2022-12-19,5551364,0,269.286
Portugal,2022-12-20,5553251,1887,538.857
Portugal,2022-12-21,5553251,0,269.571
Portugal,2022-12-22,5554058,807,384.857
Portugal,2022-12-23,5554058,0,384.857
Portugal,2022-12-24,5554058,0,384.857
Portugal,2022-12-25,5554058,0,384.857
Portugal,2022-12-26,5554058,0,384.857
Portugal,2022-12-27,5554058,0,115.286
Portugal,2022-12-28,5554058,0,115.286
Portugal,2022-12-29,5554058,0,0
Portugal,2022-12-30,5554058,0,0
Portugal,2022-12-31,5554058,0,0
Portugal,2023-01-01,5554058,0,0
Portugal,2023-01-02,5554058,0,0
Portugal,2023-01-03,5557941,3883,554.714
Portugal,2023-01-04,5557941,0,554.714
Portugal,2023-01-05,5557941,0,554.714
Portugal,2023-01-06,5557941,0,554.714
Portugal,2023-01-07,5557941,0,554.714
Portugal,2023-01-08,5557941,0,554.714
Portugal,2023-01-09,5557941,0,554.714
Portugal,2023-01-10,5557941,0,0
Portugal,2023-01-11,5557941,0,0
Portugal,2023-01-12,5557941,0,0
Portugal,2023-01-13,5557941,0,0
Portugal,2023-01-14,5557941,0,0
Portugal,2023-01-15,5557941,0,0
Portugal,2023-01-16,5557941,0,0
Portugal,2023-01-17,5557941,0,0
Portugal,2023-01-18,5557941,0,0
Portugal,2023-01-19,5562214,4273,610.429
Portugal,2023-01-20,5562214,0,610.429
Portugal,2023-01-21,5562214,0,610.429
Portugal,2023-01-22,5562214,0,610.429
Portugal,2023-01-23,5562214,0,610.429
Portugal,2023-01-24,5562889,675,706.857
Portugal,2023-01-25,5562889,0,706.857
Portugal,2023-01-26,5562889,0,96.429
Portugal,2023-01-27,5562889,0,96.429
Portugal,2023-01-28,5563265,376,150.143
Portugal,2023-01-29,5563265,0,150.143
Portugal,2023-01-30,5563265,0,150.143
Portugal,2023-01-31,5563907,642,145.429
Portugal,2023-02-01,5563907,0,145.429
Portugal,2023-02-02,5564254,347,195
Portugal,2023-02-03,5564254,0,195
Portugal,2023-02-04,5564254,0,141.286
Portugal,2023-02-05,5564254,0,141.286
Portugal,2023-02-06,5564254,0,141.286
Portugal,2023-02-07,5564925,671,145.429
Portugal,2023-02-08,5564925,0,145.429
Portugal,2023-02-09,5564925,0,95.857
Portugal,2023-02-10,5565479,554,175
Portugal,2023-02-11,5565479,,
Portugal,2023-02-12,5565479,,
Romania,2020-02-26,1,1,
Romania,2020-02-27,1,0,
Romania,2020-02-28,3,2,
Romania,2020-02-29,3,0,
Romania,2020-03-01,3,0,
Romania,2020-03-02,3,0,0.429
Romania,2020-03-03,3,0,0.429
Romania,2020-03-04,4,1,0.429
Romania,2020-03-05,6,2,0.714
Romania,2020-03-06,9,3,0.857
Romania,2020-03-07,9,0,0.857
Romania,2020-03-08,15,6,1.714
Romania,2020-03-09,15,0,1.714
Romania,2020-03-10,25,10,3.143
Romania,2020-03-11,45,20,5.857
Romania,2020-03-12,49,4,6.143
Romania,2020-03-13,89,40,11.429
Romania,2020-03-14,123,34,16.286
Romania,2020-03-15,131,8,16.571
Romania,2020-03-16,158,27,20.429
Romania,2020-03-17,184,26,22.714
Romania,2020-03-18,260,76,30.714
Romania,2020-03-19,277,17,32.571
Romania,2020-03-20,308,31,31.286
Romania,2020-03-21,367,59,34.857
Romania,2020-03-22,433,66,43.143
Romania,2020-03-23,576,143,59.714
Romania,2020-03-24,794,218,87.143
Romania,2020-03-25,906,112,92.286
Romania,2020-03-26,1029,123,107.429
Romania,2020-03-27,1292,263,140.571
Romania,2020-03-28,1452,160,155
Romania,2020-03-29,1815,363,197.429
Romania,2020-03-30,2109,294,219
Romania,2020-03-31,2245,136,207.286
Romania,2020-04-01,2460,215,222
Romania,2020-04-02,2738,278,244.143
Romania,2020-04-03,3183,445,270.143
Romania,2020-04-04,3613,430,308.714
Romania,2020-04-05,3864,251,292.714
Romania,2020-04-06,4057,193,278.286
Romania,2020-04-07,4417,360,310.286
Romania,2020-04-08,4761,344,328.714
Romania,2020-04-09,5202,441,352
Romania,2020-04-10,5467,265,326.286
Romania,2020-04-11,5990,523,339.571
Romania,2020-04-12,6300,310,348
Romania,2020-04-13,6633,333,368
Romania,2020-04-14,6879,246,351.714
Romania,2020-04-15,7216,337,350.714
Romania,2020-04-16,7707,491,357.857
Romania,2020-04-17,8067,360,371.429
Romania,2020-04-18,8418,351,346.857
Romania,2020-04-19,8746,328,349.429
Romania,2020-04-20,8936,190,329
Romania,2020-04-21,9242,306,337.571
Romania,2020-04-22,9710,468,356.286
Romania,2020-04-23,10096,386,341.286
Romania,2020-04-24,10417,321,335.714
Romania,2020-04-25,10635,218,316.714
Romania,2020-04-26,11036,401,327.143
Romania,2020-04-27,11339,303,343.286
Romania,2020-04-28,11616,277,339.143
Romania,2020-04-29,11978,362,324
Romania,2020-04-30,12240,262,306.286
Romania,2020-05-01,12567,327,307.143
Romania,2020-05-02,12732,165,299.571
Romania,2020-05-03,13163,431,303.857
Romania,2020-05-04,13512,349,310.429
Romania,2020-05-05,13837,325,317.286
Romania,2020-05-06,14107,270,304.143
Romania,2020-05-07,14499,392,322.714
Romania,2020-05-08,14811,312,320.571
Romania,2020-05-09,15131,320,342.714
Romania,2020-05-10,15362,231,314.143
Romania,2020-05-11,15588,226,296.571
Romania,2020-05-12,15778,190,277.286
Romania,2020-05-13,16002,224,270.714
Romania,2020-05-14,16247,245,249.714
Romania,2020-05-15,16437,190,232.286
Romania,2020-05-16,16704,267,224.714
Romania,2020-05-17,16871,167,215.571
Romania,2020-05-18,17036,165,206.857
Romania,2020-05-19,17191,155,201.857
Romania,2020-05-20,17387,196,197.857
Romania,2020-05-21,17585,198,191.143
Romania,2020-05-22,17712,127,182.143
Romania,2020-05-23,17857,145,164.714
Romania,2020-05-24,18070,213,171.286
Romania,2020-05-25,18283,213,178.143
Romania,2020-05-26,18429,146,176.857
Romania,2020-05-27,18594,165,172.429
Romania,2020-05-28,18791,197,172.286
Romania,2020-05-29,18982,191,181.429
Romania,2020-05-30,19133,151,182.286
Romania,2020-05-31,19257,124,169.571
Romania,2020-06-01,19398,141,159.286
Romania,2020-06-02,19517,119,155.429
Romania,2020-06-03,19669,152,153.571
Romania,2020-06-04,19907,238,159.429
Romania,2020-06-05,20103,196,160.143
Romania,2020-06-06,20290,187,165.286
Romania,2020-06-07,20479,189,174.571
Romania,2020-06-08,20604,125,172.286
Romania,2020-06-09,20749,145,176
Romania,2020-06-10,20945,196,182.286
Romania,2020-06-11,21182,237,182.143
Romania,2020-06-12,21404,222,185.857
Romania,2020-06-13,21679,275,198.429
Romania,2020-06-14,21999,320,217.143
Romania,2020-06-15,22165,166,223
Romania,2020-06-16,22415,250,238
Romania,2020-06-17,22760,345,259.286
Romania,2020-06-18,23080,320,271.143
Romania,2020-06-19,23400,320,285.143
Romania,2020-06-20,23730,330,293
Romania,2020-06-21,24045,315,292.286
Romania,2020-06-22,24291,246,303.714
Romania,2020-06-23,24505,214,298.571
Romania,2020-06-24,24826,321,295.143
Romania,2020-06-25,25286,460,315.143
Romania,2020-06-26,25697,411,328.143
Romania,2020-06-27,26022,325,327.429
Romania,2020-06-28,26313,291,324
Romania,2020-06-29,26582,269,327.286
Romania,2020-06-30,26970,388,352.143
Romania,2020-07-01,27296,326,352.857
Romania,2020-07-02,27746,450,351.429
Romania,2020-07-03,28166,420,352.714
Romania,2020-07-04,28582,416,365.714
Romania,2020-07-05,28973,391,380
Romania,2020-07-06,29223,250,377.286
Romania,2020-07-07,29620,397,378.571
Romania,2020-07-08,30175,555,411.286
Romania,2020-07-09,30789,614,434.714
Romania,2020-07-10,31381,592,459.286
Romania,2020-07-11,32079,698,499.571
Romania,2020-07-12,32535,456,508.857
Romania,2020-07-13,32948,413,532.143
Romania,2020-07-14,33585,637,566.429
Romania,2020-07-15,34226,641,578.714
Romania,2020-07-16,35003,777,602
Romania,2020-07-17,35802,799,631.571
Romania,2020-07-18,36691,889,658.857
Romania,2020-07-19,37458,767,703.286
Romania,2020-07-20,38139,681,741.571
Romania,2020-07-21,39133,994,792.571
Romania,2020-07-22,40163,1030,848.143
Romania,2020-07-23,41275,1112,896
Romania,2020-07-24,42394,1119,941.714
Romania,2020-07-25,43678,1284,998.143
Romania,2020-07-26,44798,1120,1048.571
Romania,2020-07-27,45902,1104,1109
Romania,2020-07-28,47053,1151,1131.429
Romania,2020-07-29,48235,1182,1153.143
Romania,2020-07-30,49591,1356,1188
Romania,2020-07-31,50886,1295,1213.143
Romania,2020-08-01,52111,1225,1204.714
Romania,2020-08-02,53186,1075,1198.286
Romania,2020-08-03,54009,823,1158.143
Romania,2020-08-04,55241,1232,1169.714
Romania,2020-08-05,56550,1309,1187.857
Romania,2020-08-06,57895,1345,1186.286
Romania,2020-08-07,59273,1378,1198.143
Romania,2020-08-08,60623,1350,1216
Romania,2020-08-09,61768,1145,1226
Romania,2020-08-10,62547,779,1219.714
Romania,2020-08-11,63762,1215,1217.286
Romania,2020-08-12,65177,1415,1232.429
Romania,2020-08-13,66631,1454,1248
Romania,2020-08-14,68046,1415,1253.286
Romania,2020-08-15,69374,1328,1250.143
Romania,2020-08-16,70461,1087,1241.857
Romania,2020-08-17,71194,733,1235.286
Romania,2020-08-18,72208,1014,1206.571
Romania,2020-08-19,73617,1409,1205.714
Romania,2020-08-20,74963,1346,1190.286
Romania,2020-08-21,76355,1392,1187
Romania,2020-08-22,77544,1189,1167.143
Romania,2020-08-23,78505,961,1149.143
Romania,2020-08-24,79330,825,1162.286
Romania,2020-08-25,80390,1060,1168.857
Romania,2020-08-26,81646,1256,1147
Romania,2020-08-27,83150,1504,1169.571
Romania,2020-08-28,84468,1318,1159
Romania,2020-08-29,85833,1365,1184.143
Romania,2020-08-30,86785,952,1182.857
Romania,2020-08-31,87540,755,1172.857
Romania,2020-09-01,88593,1053,1171.857
Romania,2020-09-02,89891,1298,1177.857
Romania,2020-09-03,91256,1365,1158
Romania,2020-09-04,92595,1339,1161
Romania,2020-09-05,93864,1269,1147.286
Romania,2020-09-06,95014,1150,1175.571
Romania,2020-09-07,95897,883,1193.857
Romania,2020-09-08,97033,1136,1205.714
Romania,2020-09-09,98304,1271,1201.857
Romania,2020-09-10,99684,1380,1204
Romania,2020-09-11,101075,1391,1211.429
Romania,2020-09-12,102386,1311,1217.429
Romania,2020-09-13,103495,1109,1211.571
Romania,2020-09-14,104187,692,1184.286
Romania,2020-09-15,105298,1111,1180.714
Romania,2020-09-16,107011,1713,1243.857
Romania,2020-09-17,108690,1679,1286.571
Romania,2020-09-18,110217,1527,1306
Romania,2020-09-19,111550,1333,1309.143
Romania,2020-09-20,112781,1231,1326.571
Romania,2020-09-21,113589,808,1343.143
Romania,2020-09-22,114648,1059,1335.714
Romania,2020-09-23,116415,1767,1343.429
Romania,2020-09-24,118054,1639,1337.714
Romania,2020-09-25,119683,1629,1352.286
Romania,2020-09-26,121235,1552,1383.571
Romania,2020-09-27,122673,1438,1413.143
Romania,2020-09-28,123944,1271,1479.286
Romania,2020-09-29,125414,1470,1538
Romania,2020-09-30,127572,2158,1593.857
Romania,2020-10-01,129658,2086,1657.714
Romania,2020-10-02,132001,2343,1759.714
Romania,2020-10-03,134065,2064,1832.857
Romania,2020-10-04,135900,1835,1889.571
Romania,2020-10-05,137491,1591,1935.286
Romania,2020-10-06,139612,2121,2028.286
Romania,2020-10-07,142570,2958,2142.571
Romania,2020-10-08,145700,3130,2291.714
Romania,2020-10-09,148886,3186,2412.143
Romania,2020-10-10,152403,3517,2619.714
Romania,2020-10-11,155283,2880,2769
Romania,2020-10-12,157352,2069,2837.286
Romania,2020-10-13,160461,3109,2978.429
Romania,2020-10-14,164477,4016,3129.571
Romania,2020-10-15,168490,4013,3255.714
Romania,2020-10-16,172516,4026,3375.714
Romania,2020-10-17,176468,3952,3437.857
Romania,2020-10-18,180388,3920,3586.429
Romania,2020-10-19,182854,2466,3643.143
Romania,2020-10-20,186254,3400,3684.714
Romania,2020-10-21,191102,4848,3803.571
Romania,2020-10-22,196004,4902,3930.571
Romania,2020-10-23,201032,5028,4073.714
Romania,2020-10-24,205793,4761,4189.286
Romania,2020-10-25,209648,3855,4180
Romania,2020-10-26,212492,2844,4234
Romania,2020-10-27,217216,4724,4423.143
Romania,2020-10-28,222559,5343,4493.857
Romania,2020-10-29,229040,6481,4719.429
Romania,2020-10-30,235586,6546,4936.286
Romania,2020-10-31,241339,5753,5078
Romania,2020-11-01,246663,5324,5287.857
Romania,2020-11-02,250704,4041,5458.857
Romania,2020-11-03,258437,7733,5888.714
Romania,2020-11-04,267088,8651,6361.286
Romania,2020-11-05,276802,9714,6823.143
Romania,2020-11-06,287062,10260,7353.714
Romania,2020-11-07,296999,9937,7951.429
Romania,2020-11-08,303751,6752,8155.429
Romania,2020-11-09,306991,3240,8041
Romania,2020-11-10,314295,7304,7979.714
Romania,2020-11-11,324094,9799,8143.714
Romania,2020-11-12,334236,10142,8204.857
Romania,2020-11-13,343725,9489,8094.714
Romania,2020-11-14,353185,9460,8026.571
Romania,2020-11-15,360281,7096,8075.714
Romania,2020-11-16,365212,4931,8317.286
Romania,2020-11-17,373474,8262,8454.143
Romania,2020-11-18,383743,10269,8521.286
Romania,2020-11-19,393851,10108,8516.429
Romania,2020-11-20,403123,9272,8485.429
Romania,2020-11-21,412808,9685,8517.571
Romania,2020-11-22,418645,5837,8337.714
Romania,2020-11-23,422852,4207,8234.286
Romania,2020-11-24,430605,7753,8161.571
Romania,2020-11-25,440344,9739,8085.857
Romania,2020-11-26,449349,9005,7928.286
Romania,2020-11-27,457848,8499,7817.857
Romania,2020-11-28,465982,8134,7596.286
Romania,2020-11-29,471536,5554,7555.857
Romania,2020-11-30,475362,3826,7501.429
Romania,2020-12-01,479634,4272,7004.143
Romania,2020-12-02,484550,4916,6315.143
Romania,2020-12-03,492211,7661,6123.143
Romania,2020-12-04,500273,8062,6060.714
Romania,2020-12-05,508345,8072,6051.857
Romania,2020-12-06,513576,5231,6005.714
Romania,2020-12-07,517236,3660,5982
Romania,2020-12-08,524675,7439,6434.429
Romania,2020-12-09,532040,7365,6784.286
Romania,2020-12-10,539107,7067,6699.429
Romania,2020-12-11,545567,6460,6470.571
Romania,2020-12-12,551900,6333,6222.143
Romania,2020-12-13,556335,4435,6108.429
Romania,2020-12-14,559587,3252,6050.143
Romania,2020-12-15,565758,6171,5869
Romania,2020-12-16,571749,5991,5672.714
Romania,2020-12-17,577446,5697,5477
Romania,2020-12-18,582786,5340,5317
Romania,2020-12-19,587944,5158,5149.143
Romania,2020-12-20,591294,3350,4994.143
Romania,2020-12-21,593783,2489,4885.143
Romania,2020-12-22,598792,5009,4719.143
Romania,2020-12-23,604251,5459,4643.143
Romania,2020-12-24,608561,4310,4445
Romania,2020-12-25,612373,3812,4226.714
Romania,2020-12-26,613760,1387,3688
Romania,2020-12-27,615809,2049,3502.143
Romania,2020-12-28,618429,2620,3520.857
Romania,2020-12-29,623066,4637,3467.714
Romania,2020-12-30,627941,4875,3384.286
Romania,2020-12-31,632263,4322,3386
Romania,2021-01-01,636201,3938,3404
Romania,2021-01-02,637395,1194,3376.429
Romania,2021-01-03,640429,3034,3517.143
Romania,2021-01-04,643559,3130,3590
Romania,2021-01-05,648288,4729,3603.143
Romania,2021-01-06,654007,5719,3723.714
Romania,2021-01-07,658958,4951,3813.571
Romania,2021-01-08,663799,4841,3942.571
Romania,2021-01-09,668202,4403,4401
Romania,2021-01-10,671284,3082,4407.857
Romania,2021-01-11,673271,1987,4244.571
Romania,2021-01-12,676968,3697,4097.143
Romania,2021-01-13,681392,4424,3912.143
Romania,2021-01-14,684917,3525,3708.429
Romania,2021-01-15,688270,3353,3495.857
Romania,2021-01-16,691488,3218,3326.571
Romania,2021-01-17,693644,2156,3194.286
Romania,2021-01-18,695153,1509,3126
Romania,2021-01-19,697898,2745,2990
Romania,2021-01-20,700898,3000,2786.571
Romania,2021-01-21,703776,2878,2694.143
Romania,2021-01-22,706475,2699,2600.714
Romania,2021-01-23,709194,2719,2529.429
Romania,2021-01-24,711010,1816,2480.857
Romania,2021-01-25,712561,1551,2486.857
Romania,2021-01-26,715438,2877,2505.714
Romania,2021-01-27,718612,3174,2530.571
Romania,2021-01-28,721513,2901,2533.857
Romania,2021-01-29,724250,2737,2539.286
Romania,2021-01-30,726918,2668,2532
Romania,2021-01-31,728743,1825,2533.286
Romania,2021-02-01,730056,1313,2499.286
Romania,2021-02-02,732732,2676,2470.571
Romania,2021-02-03,735484,2752,2410.286
Romania,2021-02-04,738152,2668,2377
Romania,2021-02-05,740732,2580,2354.571
Romania,2021-02-06,743343,2611,2346.429
Romania,2021-02-07,745318,1975,2367.857
Romania,2021-02-08,746637,1319,2368.714
Romania,2021-02-09,749434,2797,2386
Romania,2021-02-10,752482,3048,2428.286
Romania,2021-02-11,755126,2644,2424.857
Romania,2021-02-12,757676,2550,2420.571
Romania,2021-02-13,760091,2415,2392.571
Romania,2021-02-14,761963,1872,2377.857
Romania,2021-02-15,763294,1331,2379.571
Romania,2021-02-16,765970,2676,2362.286
Romania,2021-02-17,768785,2815,2329
Romania,2021-02-18,771843,3058,2388.143
Romania,2021-02-19,774555,2712,2411.286
Romania,2021-02-20,777276,2721,2455
Romania,2021-02-21,779695,2419,2533.143
Romania,2021-02-22,781329,1634,2576.429
Romania,2021-02-23,784711,3382,2677.286
Romania,2021-02-24,788048,3337,2751.857
Romania,2021-02-25,791971,3923,2875.429
Romania,2021-02-26,795732,3761,3025.286
Romania,2021-02-27,799164,3432,3126.857
Romania,2021-02-28,801994,2830,3185.571
Romania,2021-03-01,804090,2096,3251.571
Romania,2021-03-02,808040,3950,3332.714
Romania,2021-03-03,812318,4278,3467.143
Romania,2021-03-04,816589,4271,3516.857
Romania,2021-03-05,820931,4342,3599.857
Romania,2021-03-06,824995,4064,3690.143
Romania,2021-03-07,828283,3288,3755.571
Romania,2021-03-08,830563,2280,3781.857
Romania,2021-03-09,835552,4989,3930.286
Romania,2021-03-10,840116,4564,3971.143
Romania,2021-03-11,845352,5236,4109
Romania,2021-03-12,850362,5010,4204.429
Romania,2021-03-13,855326,4964,4333
Romania,2021-03-14,859709,4383,4489.429
Romania,2021-03-15,862681,2972,4588.286
Romania,2021-03-16,868799,6118,4749.571
Romania,2021-03-17,874985,6186,4981.286
Romania,2021-03-18,881159,6174,5115.286
Romania,2021-03-19,886752,5593,5198.571
Romania,2021-03-20,892848,6096,5360.286
Romania,2021-03-21,897115,4267,5343.714
Romania,2021-03-22,900858,3743,5453.857
Romania,2021-03-23,907007,6149,5458.286
Romania,2021-03-24,913143,6136,5451.143
Romania,2021-03-25,919794,6651,5519.286
Romania,2021-03-26,926310,6516,5651.143
Romania,2021-03-27,932179,5869,5618.714
Romania,2021-03-28,936618,4439,5643.286
Romania,2021-03-29,940443,3825,5655
Romania,2021-03-30,946647,6204,5662.857
Romania,2021-03-31,952803,6156,5665.714
Romania,2021-04-01,958918,6115,5589.143
Romania,2021-04-02,964726,5808,5488
Romania,2021-04-03,970224,5498,5435
Romania,2021-04-04,974375,4151,5393.857
Romania,2021-04-05,977986,3611,5363.286
Romania,2021-04-06,983217,5231,5224.286
Romania,2021-04-07,988624,5407,5117.286
Romania,2021-04-08,993613,4989,4956.429
Romania,2021-04-09,998555,4942,4832.714
Romania,2021-04-10,1002865,4310,4663
Romania,2021-04-11,1006167,3302,4541.714
Romania,2021-04-12,1008490,2323,4357.714
Romania,2021-04-13,1012373,3883,4165.143
Romania,2021-04-14,1016449,4076,3975
